Contribution Date,Birthdate,Residency Status,SPR Start Date,Employee Contribution Type,Employer Contribution Type,Ordinary Wages,Additional Wages,Employee CPF$,Employer CPF$,Total CPF$
2014-09-01,1987-12-05,citizen,,,,1979.1,0,395,317,712
2014-09-01,1987-11-30,citizen,,,,2200,0,440,352,792
2014-09-01,1961-10-11,citizen,,,,1463,0,270,205,475
2014-09-01,1985-03-22,citizen,,,,2414.51,0,482,387,869
2014-09-01,1992-10-07,citizen,,,,554.75,0,32,90,122
2014-09-01,1994-01-28,citizen,,,,13.79,0,0,0,0
2014-09-01,1987-06-23,citizen,,,,290.92,0,0,47,47
2014-09-01,1993-02-01,citizen,,,,92.25,0,0,15,15
2014-09-01,1994-01-23,citizen,,,,378.21,0,0,61,61
2014-09-01,1995-07-20,citizen,,,,90,0,0,14,14
2014-09-01,1994-04-14,citizen,,,,320.25,0,0,51,51
2014-09-01,1991-10-11,permanent_resident,2010-01-01,,,829.5,0,165,134,299
2014-09-01,1991-11-11,citizen,,,,1668.6,0,333,268,601
2014-09-01,1989-11-14,citizen,,,,164.5,0,0,26,26
2014-09-01,1992-10-23,citizen,,,,559.79,0,35,90,125
2014-09-01,1976-11-09,citizen,,,,1071,0,214,172,386
2014-09-01,1975-08-10,citizen,,,,1396.5,0,279,224,503
2014-09-01,1990-07-16,citizen,,,,890.75,0,178,143,321
2014-09-01,1988-12-31,citizen,,,,598.5,0,59,96,155
2014-09-01,1994-06-24,citizen,,,,1239,0,247,199,446
2014-09-01,1991-02-04,citizen,,,,1316,0,263,211,474
2014-09-01,1992-01-18,citizen,,,,47.25,0,0,0,0
2014-09-01,1993-06-15,citizen,,,,1228.5,0,245,197,442
2014-09-01,1986-05-01,citizen,,,,1100,0,220,176,396
2014-09-01,1966-08-22,citizen,,,,438.1,0,0,70,70
2014-09-01,1994-12-28,citizen,,,,1250.38,0,250,200,450
2014-09-01,1991-06-07,citizen,,,,945,0,189,151,340
2014-09-01,1972-08-05,citizen,,,,1399.5,0,279,225,504
2014-09-01,1990-11-17,citizen,,,,1314,0,262,211,473
2014-09-01,1989-04-21,permanent_resident,2014-09-01,graduated,graduated,1451.25,0,72,59,131
2014-09-01,1990-08-09,citizen,,,,477,0,0,76,76
2014-09-01,1991-11-04,citizen,,,,1008,0,201,162,363
2014-09-01,1993-03-23,permanent_resident,2013-07-16,graduated,graduated,1849.5,0,277,167,444
2014-09-01,1989-08-19,citizen,,,,500,0,0,80,80
2014-09-01,1994-04-25,permanent_resident,2010-01-01,,,500,0,0,80,80
2014-09-01,1992-07-31,citizen,,,,98,0,0,16,16
2014-09-01,1994-10-08,citizen,,,,291.2,0,0,47,47
2014-09-01,1993-08-03,citizen,,,,500,0,0,80,80
2014-09-01,1991-02-13,citizen,,,,98,0,0,16,16
2014-09-01,1992-12-23,citizen,,,,98,0,0,16,16
2014-09-01,1984-05-27,citizen,,,,1586.25,0,317,254,571
2014-09-01,1992-04-15,citizen,,,,2200,0,440,352,792
2014-09-01,1980-11-09,citizen,,,,171.5,0,0,27,27
2014-09-01,1979-11-15,citizen,,,,1281,0,256,205,461
2014-09-01,1964-02-23,citizen,,,,1228.5,0,227,172,399
2014-09-01,1991-12-06,citizen,,,,1316.25,0,263,211,474
2014-09-01,1993-04-13,citizen,,,,807.63,0,161,130,291
2014-09-01,1980-01-06,citizen,,,,1650,0,330,264,594
2014-09-01,1992-12-07,citizen,,,,374.5,0,0,60,60
2014-09-01,1986-08-02,citizen,,,,2359.5,0,471,378,849
2014-09-01,1986-10-07,citizen,,,,1642.5,0.04,328,263,591
2014-09-01,1959-01-30,citizen,,,,1288,0,167,136,303
2014-09-01,1962-03-25,citizen,,,,1772,0,327,249,576
2014-09-01,1995-05-10,citizen,,,,302.5,0,0,48,48
2014-09-01,1993-12-26,citizen,,,,428.5,0,0,69,69
2014-09-01,1994-08-31,citizen,,,,315,0,0,50,50
2014-09-01,1983-03-09,citizen,,,,1454.55,0,290,234,524
2014-09-01,1990-05-29,citizen,,,,727.27,0,136,117,253
2014-09-01,1968-01-11,citizen,,,,350,0,0,56,56
2014-09-01,1992-04-08,citizen,,,,591.5,0,54,96,150
2014-09-01,1992-03-19,citizen,,,,483.75,0,0,77,77
2014-09-01,1994-06-03,citizen,,,,1232,0,246,198,444
2014-09-01,1994-04-11,citizen,,,,75.25,0,0,12,12
2014-09-01,1992-07-05,citizen,,,,49,0,0,0,0
2014-09-01,1975-12-07,citizen,,,,61.25,0,0,10,10
2014-09-01,1994-10-07,citizen,,,,182,0,0,29,29
2014-09-01,1975-07-25,citizen,,,,84,0,0,13,13
2014-09-01,1995-09-07,citizen,,,,1302,0,260,209,469
2014-09-01,1989-07-17,citizen,,,,301.5,0,0,48,48
2014-09-01,1991-08-23,citizen,,,,352,0,0,56,56
2014-09-01,1996-06-15,citizen,,,,1488,0,297,239,536
2014-09-01,1993-01-05,citizen,,,,312.5,0,0,50,50
2014-09-01,1995-10-05,citizen,,,,288,0,0,46,46
2014-09-01,1996-11-08,citizen,,,,216,0,0,35,35
2014-09-01,1996-02-15,citizen,,,,216,0,0,35,35
2014-09-01,1984-01-20,citizen,,,,40,0,0,0,0
2014-09-01,1995-05-24,citizen,,,,208,0,0,33,33
2014-09-01,1985-06-25,permanent_resident,2014-09-01,graduated,graduated,52,0,0,2,2
2014-09-01,1994-06-09,citizen,,,,2024,0,404,325,729
2014-09-01,1994-04-22,citizen,,,,1370,0,274,219,493
2014-09-01,1996-09-18,citizen,,,,1316,0,263,211,474
2014-09-01,1974-12-07,citizen,,,,1504,0,300,241,541
2014-09-01,1972-07-03,citizen,,,,672,0,103,108,211
2014-09-01,1994-03-09,citizen,,,,1636.36,0,327,262,589
2014-09-01,1988-09-05,citizen,,,,2066,0,413,331,744
2014-09-01,1989-02-16,citizen,,,,2960,8880,2368,1894,4262
2014-09-01,1993-01-07,citizen,,,,2167,0,433,347,780
2014-09-01,1991-06-14,citizen,,,,3129,450,715,573,1288
2014-09-01,1988-11-03,citizen,,,,3250,3000,1250,1000,2250
2014-09-01,1985-07-06,citizen,,,,3780,0,756,605,1361
2014-09-01,1991-11-02,citizen,,,,390.84,0,0,63,63
2014-09-01,1991-08-30,citizen,,,,3129,0,625,501,1126
2014-09-01,1988-12-03,citizen,,,,2960,0,592,474,1066
2014-09-01,1990-05-04,citizen,,,,2960,450,682,546,1228
2014-09-01,1991-07-13,citizen,,,,429.38,0,0,69,69
2014-09-01,1990-11-09,citizen,,,,3110,0,622,498,1120
2014-09-01,1990-09-11,citizen,,,,2960,0,592,474,1066
2014-09-01,1992-12-06,citizen,,,,2960,0,592,474,1066
2014-09-01,1988-03-23,citizen,,,,2960,0,592,474,1066
2014-09-01,1989-08-31,citizen,,,,3040,0,608,486,1094
2014-09-01,1990-09-06,citizen,,,,2960,0,592,474,1066
2014-09-01,1982-02-08,citizen,,,,4200,0,840,672,1512
2014-09-01,1986-01-04,citizen,,,,1975,0,395,316,711
2014-09-01,1987-04-30,citizen,,,,3300,0,660,528,1188
2014-09-01,1987-09-26,citizen,,,,2092,0,418,335,753
2014-09-01,1981-02-18,citizen,,,,3000,0,600,480,1080
2014-09-01,1984-12-14,citizen,,,,2084,0,416,334,750
2014-09-01,1987-07-28,citizen,,,,3200,0,640,512,1152
2014-09-01,1985-06-24,citizen,,,,3636,0,727,582,1309
2014-09-01,1993-08-28,citizen,,,,927.5,0,185,149,334
2014-09-01,1990-10-05,citizen,,,,2678.1,450,625,501,1126
2014-09-01,1985-08-27,citizen,,,,3136,450,717,574,1291
2014-09-01,1975-05-21,citizen,,,,5200,0,1000,800,1800
2014-09-01,1992-02-29,citizen,,,,531.82,0,19,85,104
2014-09-01,1944-12-03,citizen,,,,980,0,49,64,113
2014-09-01,1987-08-03,citizen,,,,1815.01,0,363,290,653
2014-09-01,1991-06-06,citizen,,,,426,0,0,68,68
2014-09-01,1990-03-08,citizen,,,,1080,0,216,173,389
2014-09-01,1993-07-09,citizen,,,,1485,0.22,297,238,535
2014-09-01,1987-01-26,citizen,,,,766.5,0,153,123,276
2014-09-01,1987-03-16,citizen,,,,2960,0,592,474,1066
2014-09-01,1984-03-01,citizen,,,,2405,0,481,385,866
2014-09-01,1994-05-18,citizen,,,,1566,0,313,251,564
2014-09-01,1989-05-31,citizen,,,,864,0,172,139,311
2014-09-01,1986-03-14,citizen,,,,567,0,40,91,131
2014-09-01,1995-10-05,citizen,,,,1321.88,0,264,212,476
2014-09-01,1995-09-15,citizen,,,,1348,0,269,216,485
2014-09-01,1993-12-21,citizen,,,,1586,0,317,254,571
2014-09-01,1978-12-31,citizen,,,,1533,0,306,246,552
2014-09-01,1990-02-15,citizen,,,,753,0,150,121,271
2014-09-01,1996-11-06,citizen,,,,1018,0,203,163,366
2014-09-01,1996-05-12,citizen,,,,702,0,121,113,234
2014-09-01,1989-09-10,citizen,,,,1855.75,0,371,297,668
2014-09-01,1995-03-28,citizen,,,,367.5,0,0,59,59
2014-09-01,1995-06-21,citizen,,,,590.75,0,54,95,149
2014-09-01,1995-01-15,citizen,,,,210,0,0,34,34
2014-09-01,1995-08-29,citizen,,,,210,0,0,34,34
2014-09-01,1995-04-20,citizen,,,,308,40,0,56,56
2014-09-01,1991-12-22,citizen,,,,2323.08,0,464,372,836
2014-09-01,1994-12-18,citizen,,,,1307,0,261,210,471
2014-09-01,1993-01-18,citizen,,,,838.5,0,167,135,302
2014-09-01,1996-03-08,citizen,,,,890.75,0,178,143,321
2014-09-01,1995-07-27,citizen,,,,1004,0,200,161,361
2014-09-01,1995-06-30,citizen,,,,308.75,0,0,49,49
2014-09-01,1990-01-10,citizen,,,,165,0,0,26,26
2014-09-01,1963-11-07,citizen,,,,825.44,0,152,116,268
2014-09-01,1991-05-09,citizen,,,,0,600,60,96,156
2014-09-01,1991-04-15,citizen,,,,3435.57,0,687,550,1237
2014-09-01,1992-02-07,citizen,,,,1656,0,331,265,596
2014-09-01,1991-08-27,citizen,,,,2151,0,430,344,774
2014-09-01,1991-11-15,citizen,,,,211.5,0,0,34,34
2014-09-01,1991-12-07,citizen,,,,305.5,0,0,49,49
2014-09-01,1991-04-09,citizen,,,,909,0,181,146,327
2014-09-01,1993-05-12,citizen,,,,670.5,0,102,108,210
2014-09-01,1992-05-24,citizen,,,,1223.25,0,244,196,440
2014-09-01,1989-03-02,citizen,,,,1408.75,0,281,226,507
2014-09-01,1996-08-04,citizen,,,,668.5,0,101,107,208
2014-09-01,1992-09-19,permanent_resident,2010-01-01,,,1178.63,0,235,189,424
2014-09-01,1996-10-26,citizen,,,,1004.5,0,200,162,362
2014-09-01,1997-04-11,citizen,,,,1354.5,0,270,218,488
2014-09-01,1995-08-26,citizen,,,,1145.38,0,229,183,412
2014-09-01,1997-03-18,citizen,,,,304.5,0,0,49,49
2014-09-01,1995-10-20,citizen,,,,1560.13,0,312,250,562
2014-09-01,1995-07-28,citizen,,,,1449.88,0,289,233,522
2014-09-01,1990-03-30,citizen,,,,1515.01,0,303,242,545
2014-09-01,1990-06-14,citizen,,,,1758.75,0,351,282,633
2014-09-01,1991-03-07,citizen,,,,1567.13,0,313,251,564
2014-09-01,1993-01-05,citizen,,,,280,0,0,45,45
2014-09-01,1994-03-03,citizen,,,,1157,0,231,186,417
2014-09-01,1992-10-19,citizen,,,,336,0,0,54,54
2014-09-01,1969-10-07,citizen,,,,923,0,184,148,332
2014-09-01,1975-03-30,citizen,,,,187,0,0,30,30
2014-09-01,1991-12-07,citizen,,,,1196.8,0,239,192,431
2014-09-01,1957-09-27,permanent_resident,2010-01-01,,,1033.6,0,134,109,243
2014-09-01,1982-08-10,citizen,,,,111.92,0,0,18,18
2014-09-01,1989-08-14,citizen,,,,1176.4,0,235,189,424
2014-09-01,1995-08-20,citizen,,,,312,0,0,50,50
2014-09-01,1993-01-01,citizen,,,,102,0,0,16,16
2014-09-01,1983-08-26,citizen,,,,380.8,0,0,61,61
2014-09-01,1975-02-15,citizen,,,,740,0,144,118,262
2014-09-01,1981-05-28,citizen,,,,156,0,0,25,25
2014-09-01,1987-02-19,citizen,,,,210,0,0,34,34
2014-09-01,1995-06-10,citizen,,,,1560,0,312,250,562
2014-09-01,1993-10-12,citizen,,,,1350,0,270,216,486
2014-09-01,1996-09-27,citizen,,,,207.5,0,0,33,33
2014-09-01,1989-05-05,citizen,,,,718.25,0,130,116,246
2014-09-01,1988-08-25,citizen,,,,0,27,0,0,0
2014-09-01,1987-02-19,citizen,,,,2192,0,438,351,789
2014-09-01,1990-03-08,citizen,,,,1851.25,0,370,296,666
2014-09-01,1990-10-11,citizen,,,,1516,0,303,243,546
2014-09-01,1990-08-16,citizen,,,,2097.49,0,419,336,755
2014-09-01,1991-10-17,citizen,,,,2135.32,351,497,398,895
2014-09-01,1989-10-10,citizen,,,,1669.47,80,349,281,630
2014-09-01,1991-08-08,citizen,,,,1756.84,100,371,297,668
2014-09-01,1987-10-01,citizen,,,,895.82,13,181,146,327
2014-09-01,1985-01-17,citizen,,,,1800,1656.99,691,554,1245
2014-09-01,1990-09-07,citizen,,,,2394.75,3647.77,1208,967,2175
2014-09-01,1986-09-11,citizen,,,,1519.38,0,303,244,547
2014-09-01,1993-12-04,citizen,,,,450,0,0,72,72
2014-09-01,1990-07-06,citizen,,,,1491.75,0,298,239,537
2014-09-01,1988-04-30,citizen,,,,1559.75,0,311,251,562
2014-09-01,1975-01-03,citizen,,,,1428,0,285,229,514
2014-09-01,1994-01-07,citizen,,,,1309,0,261,210,471
2014-09-01,1988-04-19,citizen,,,,1950,0,390,312,702
2014-09-01,1985-04-04,citizen,,,,1442.88,0,288,231,519
2014-09-01,1988-06-16,citizen,,,,1498.13,0,299,240,539
2014-09-01,1976-10-26,citizen,,,,358.18,0,0,57,57
2014-09-01,1994-01-16,citizen,,,,345.45,0,0,55,55
2014-09-01,1990-08-08,citizen,,,,345.45,0,0,55,55
2014-09-01,1990-06-20,citizen,,,,345.45,0,0,55,55
2014-09-01,1988-03-22,citizen,,,,210,0,0,34,34
2014-09-01,1993-09-24,citizen,,,,1350,0,270,216,486
2014-09-01,1991-02-06,citizen,,,,772.5,0,154,124,278
2014-09-01,1993-06-11,citizen,,,,165,0,0,26,26
2014-09-01,1991-03-13,citizen,,,,495,0,0,79,79
2014-09-01,1994-09-03,citizen,,,,189,0,0,30,30
2014-09-01,1974-01-18,citizen,,,,731.25,0,138,118,256
2014-09-01,1991-05-02,citizen,,,,336.07,0,0,54,54
2014-09-01,1991-01-25,citizen,,,,500,0,0,80,80
2014-09-01,1991-04-25,citizen,,,,720,0,132,115,247
2014-09-01,1991-07-22,citizen,,,,725,0,135,116,251
2014-09-01,1994-03-30,citizen,,,,211.5,0,0,34,34
2014-09-01,1994-05-07,citizen,,,,211.5,0,0,34,34
2014-09-01,1996-11-27,citizen,,,,0,0,0,0,0
2014-09-01,1996-06-03,citizen,,,,112.5,0,0,18,18
2014-09-01,1996-02-22,citizen,,,,112.5,0,0,18,18
2014-09-01,1990-08-25,citizen,,,,828.75,0,165,133,298
2014-09-01,1996-01-13,citizen,,,,1096.88,0,219,176,395
2014-09-01,1991-05-31,citizen,,,,652.5,0,91,105,196
2014-09-01,1997-12-15,citizen,,,,1194.38,0,238,192,430
2014-09-01,1996-11-08,citizen,,,,1197.63,0,239,192,431
2014-09-01,1997-06-03,citizen,,,,1150.5,0,230,184,414
2014-09-01,1981-03-20,citizen,,,,971.25,0,194,156,350
2014-09-01,1987-02-08,citizen,,,,1302,0,260,209,469
2014-09-01,1986-05-27,citizen,,,,189,0,0,30,30
2014-09-01,1964-10-23,citizen,,,,2386.36,0,477,382,859
2014-09-01,1995-12-05,citizen,,,,1204.88,0,240,194,434
2014-09-01,1993-09-02,citizen,,,,551.25,0,30,89,119
2014-09-01,1991-08-29,citizen,,,,1295.63,0,259,207,466
2014-09-01,1992-09-16,citizen,,,,1724.09,23,349,280,629
2014-09-01,1994-10-30,citizen,,,,1267,0,253,203,456
2014-09-01,1989-12-04,citizen,,,,1333.5,0,266,214,480
2014-09-01,1994-06-18,citizen,,,,1165.5,0,233,187,420
2014-09-01,1990-04-11,citizen,,,,311.5,0,0,50,50
2014-09-01,1990-09-15,citizen,,,,1071,0,214,172,386
2014-09-01,1990-02-22,citizen,,,,486.5,0,0,78,78
2014-09-01,1993-12-20,citizen,,,,1118.25,0,223,180,403
2014-09-01,1990-03-11,citizen,,,,448,0,0,72,72
2014-09-01,1990-03-26,citizen,,,,2742.25,0,548,439,987
2014-09-01,1989-08-31,citizen,,,,1137.5,0,227,183,410
2014-09-01,1994-05-24,citizen,,,,463.75,0,0,74,74
2014-09-01,1994-10-14,citizen,,,,1295,0,259,207,466
2014-09-01,1993-10-03,citizen,,,,2870,0,574,459,1033
2014-09-01,1996-11-06,citizen,,,,917,0,183,147,330
2014-09-01,1991-08-29,citizen,,,,169.75,0,0,27,27
2014-09-01,1993-04-11,citizen,,,,1309,0,261,210,471
2014-09-01,1995-09-29,citizen,,,,1785,0,357,286,643
2014-09-01,1991-03-20,citizen,,,,1653.75,0,330,265,595
2014-09-01,1994-01-07,citizen,,,,1606.5,0,321,257,578
2014-09-01,1992-05-13,citizen,,,,1176,0,235,188,423
2014-09-01,1996-10-10,citizen,,,,1295.88,0,259,208,467
2014-09-01,1996-02-10,citizen,,,,1053.5,0,210,169,379
2014-09-01,1993-08-09,citizen,,,,1352.75,0,270,217,487
2014-09-01,1981-03-13,citizen,,,,934.5,0,186,150,336
2014-09-01,1993-03-01,citizen,,,,560,0,36,90,126
2014-09-01,1992-06-05,citizen,,,,962.5,0,192,155,347
2014-09-01,1991-09-06,citizen,,,,603.75,0,62,97,159
2014-09-01,1997-05-04,permanent_resident,2010-01-01,,,1048.25,0,209,168,377
2014-09-01,1993-01-06,citizen,,,,371,0,0,59,59
2014-09-01,1993-04-29,citizen,,,,1240.91,0,248,199,447
2014-09-01,1995-06-26,citizen,,,,428,0,0,68,68
2014-09-01,1997-04-24,citizen,,,,433,0,0,69,69
2014-09-01,1994-01-26,citizen,,,,367.5,0,0,59,59
2014-09-01,1993-12-31,citizen,,,,1683,0,336,270,606
2014-09-01,1982-07-27,citizen,,,,148.5,0,0,24,24
2014-09-01,1991-10-14,citizen,,,,756,0,151,121,272
2014-09-01,1993-08-28,citizen,,,,1435.5,0,287,230,517
2014-09-01,1992-11-22,citizen,,,,1665,0,333,266,599
2014-09-01,1995-10-16,citizen,,,,378,0,0,60,60
2014-09-01,1965-07-07,citizen,,,,756,0,151,121,272
2014-09-01,1982-11-17,citizen,,,,1914,0,382,307,689
2014-09-01,1990-01-29,citizen,,,,1800,0,360,288,648
2014-09-01,1980-08-23,citizen,,,,2800,0,560,448,1008
2014-09-01,1990-03-05,citizen,,,,2800,0,560,448,1008
2014-09-01,1984-08-01,citizen,,,,2800,0,560,448,1008
2014-09-01,1990-12-14,citizen,,,,2800,0,560,448,1008
2014-09-01,1975-07-17,citizen,,,,2800,0,560,448,1008
2014-09-01,1990-10-19,citizen,,,,2800,0,560,448,1008
2014-09-01,1990-01-31,citizen,,,,2800,0,560,448,1008
2014-09-01,1990-11-05,citizen,,,,2800,0,560,448,1008
2014-09-01,1990-11-27,citizen,,,,2800,0,560,448,1008
2014-09-01,1988-09-10,citizen,,,,2800,0,560,448,1008
2014-09-01,1990-08-03,citizen,,,,2800,0,560,448,1008
2014-09-01,1992-01-30,citizen,,,,1718.18,0,343,276,619
2014-09-01,1989-03-14,citizen,,,,2800,0,560,448,1008
2014-09-01,1989-03-17,citizen,,,,2800,0,560,448,1008
2014-09-01,1996-08-08,citizen,,,,551.25,0,30,89,119
2014-09-01,1991-01-11,citizen,,,,1665,0,333,266,599
2014-09-01,1992-09-21,citizen,,,,90,0,0,14,14
2014-09-01,1990-10-14,citizen,,,,817.5,0,163,131,294
2014-09-01,1991-08-25,citizen,,,,1386,0,277,222,499
2014-09-01,1997-08-31,citizen,,,,420,0,0,67,67
2014-09-01,1997-09-04,citizen,,,,637,0,82,102,184
2014-09-01,1980-06-14,citizen,,,,1672.73,636.92,461,370,831
2014-09-01,1992-06-06,citizen,,,,1426.5,0,285,229,514
2014-09-01,1991-01-29,citizen,,,,1683,0,336,270,606
2014-09-01,1980-07-06,citizen,,,,247.5,0,0,40,40
2014-09-01,1987-11-19,citizen,,,,2408.25,0,481,386,867
2014-09-01,1986-03-15,citizen,,,,3150,0,630,504,1134
2014-09-01,1991-10-22,citizen,,,,1846,0,369,296,665
2014-09-01,1992-01-20,citizen,,,,1165.5,0,233,187,420
2014-09-01,1988-12-08,citizen,,,,2092.5,0,418,335,753
2014-09-01,1987-03-13,citizen,,,,2484.63,0,496,398,894
2014-09-01,1989-02-01,citizen,,,,2772.25,0,554,444,998
2014-09-01,1985-03-30,citizen,,,,2727.27,0,545,437,982
2014-09-01,1971-07-14,citizen,,,,1878.5,0,375,301,676
2014-09-01,1990-08-22,citizen,,,,2416.5,0,483,387,870
2014-09-01,1993-08-10,citizen,,,,304.5,0,0,49,49
2014-09-01,1990-07-21,citizen,,,,1460.25,0,292,234,526
2014-09-01,1986-06-30,citizen,,,,2128,0,425,341,766
2014-09-01,1987-08-09,citizen,,,,1556,0,311,249,560
2014-09-01,1989-09-02,citizen,,,,2000,0,400,320,720
2014-09-01,1990-04-12,citizen,,,,1730.25,0,346,277,623
2014-09-01,1991-04-29,citizen,,,,1584,0,316,254,570
2014-09-01,1985-02-07,citizen,,,,1584,0,316,254,570
2014-09-01,1992-03-03,citizen,,,,729,0,137,117,254
2014-09-01,1992-10-26,citizen,,,,592.5,0,55,95,150
2014-09-01,1992-01-09,citizen,,,,2617.5,0,523,419,942
2014-09-01,1988-12-09,citizen,,,,2400,0,480,384,864
2014-09-01,1989-06-07,citizen,,,,786.15,0,157,126,283
2014-09-01,1993-02-13,permanent_resident,2010-01-01,,,2368.79,3429.68,1159,928,2087
2014-09-01,1993-01-20,citizen,,,,778.5,76.5,171,137,308
2014-09-01,1990-12-26,citizen,,,,337.5,0,0,54,54
2014-09-01,1995-05-11,citizen,,,,852.75,0,170,137,307
2014-09-01,1994-07-29,citizen,,,,1440,0,288,230,518
2014-09-01,1990-08-30,citizen,,,,728.5,382.5,222,178,400
2014-09-01,1993-12-16,citizen,,,,761.5,0,152,122,274
2014-09-01,1992-11-11,citizen,,,,682.88,688.5,274,220,494
2014-09-01,1990-10-10,citizen,,,,2260,0,452,362,814
2014-09-01,1992-02-19,citizen,,,,2200.5,382.5,516,414,930
2014-09-01,1990-10-25,citizen,,,,640.13,229.5,173,140,313
2014-09-01,1994-08-18,citizen,,,,1306.13,0,261,209,470
2014-09-01,1992-08-28,citizen,,,,2570,0,514,411,925
2014-09-01,1991-11-25,citizen,,,,898.88,0,179,145,324
2014-09-01,1989-09-04,citizen,,,,742.5,0,145,119,264
2014-09-01,1984-10-03,citizen,,,,1155.5,0,231,185,416
2014-09-01,1996-11-21,citizen,,,,668.5,0,101,107,208
2014-09-01,1995-06-27,citizen,,,,0,9749.38,1949,1561,3510
2014-09-01,1995-10-22,citizen,,,,101.25,0,0,16,16
2014-09-01,1995-04-13,citizen,,,,0,386.32,0,62,62
2014-09-01,1993-10-25,citizen,,,,0,188.72,0,30,30
2014-09-01,1992-01-25,citizen,,,,2075.63,0,415,332,747
2014-09-01,1994-01-20,citizen,,,,595,1689.13,456,366,822
2014-09-01,1993-05-15,citizen,,,,0,971.31,194,156,350
2014-09-01,1992-04-30,citizen,,,,1896.5,0,379,304,683
2014-09-01,1994-04-18,citizen,,,,306,0,0,49,49
2014-09-01,1993-06-08,citizen,,,,1477.13,0,295,237,532
2014-09-01,2009-10-27,citizen,,,,2547,0,509,408,917
2014-09-01,1993-06-25,citizen,,,,1638,0,327,263,590
2014-09-01,1992-12-31,citizen,,,,2229.76,0,445,358,803
2014-09-01,1995-08-08,citizen,,,,1077.75,0,215,173,388
2014-09-01,1989-11-02,citizen,,,,229.5,0,0,37,37
2014-09-01,1992-12-16,citizen,,,,1238.63,0,247,199,446
2014-09-01,1989-10-14,citizen,,,,1668,0.17,333,268,601
2014-09-01,1991-02-14,citizen,,,,1329,0.57,265,214,479
2014-09-01,1991-04-06,citizen,,,,1635.75,0.64,327,262,589
2014-09-01,1988-09-22,citizen,,,,1284,0.64,256,206,462
2014-09-01,1974-04-04,citizen,,,,1186.5,0.57,237,190,427
2014-09-01,1996-03-04,citizen,,,,1866.75,0.19,373,299,672
2014-09-01,1977-02-04,citizen,,,,1859.25,0.44,371,298,669
2014-09-01,1956-07-17,citizen,,,,1465.5,0.46,190,155,345
2014-09-01,1963-04-22,citizen,,,,1470.75,0.56,272,206,478
2014-09-01,1980-08-08,citizen,,,,1089.75,0.36,218,174,392
2014-09-01,1962-04-01,citizen,,,,521.25,0.45,12,73,85
2014-09-01,1995-12-29,citizen,,,,105.75,0.55,0,17,17
2014-09-01,1954-09-03,citizen,,,,1437,0.59,186,152,338
2014-09-01,1956-04-03,citizen,,,,1222.5,0.71,159,128,287
2014-09-01,1993-06-23,citizen,,,,371.25,0.28,0,59,59
2014-09-01,1992-10-05,citizen,,,,288.75,0.63,0,46,46
2014-09-01,1981-10-10,citizen,,,,310.5,0.54,0,50,50
2014-09-01,1955-01-21,citizen,,,,670.02,0,66,71,137
2014-09-01,1988-12-15,citizen,,,,1044.75,0.42,209,167,376
2014-09-01,1991-01-13,citizen,,,,1536,0.6,307,246,553
2014-09-01,1959-03-16,citizen,,,,1149,0.61,149,121,270
2014-09-01,1987-04-30,citizen,,,,1725.75,0.62,345,276,621
2014-09-01,1949-10-21,citizen,,,,504.75,0.24,1,35,36
2014-09-01,1991-03-01,citizen,,,,666,0.09,99,107,206
2014-09-01,1991-11-05,citizen,,,,2218.58,0,443,356,799
2014-09-01,1994-11-30,citizen,,,,2013,0,402,323,725
2014-09-01,1997-07-27,citizen,,,,670.25,0,102,107,209
2014-09-01,1997-10-18,citizen,,,,72,0,0,12,12
2014-09-01,1997-09-18,citizen,,,,252,0,0,40,40
2014-09-01,1982-01-11,citizen,,,,1470.13,0,294,235,529
2014-09-01,1995-08-09,citizen,,,,133,0,0,21,21
2014-09-01,1995-06-15,citizen,,,,49,0,0,0,0
2014-09-01,1994-06-20,citizen,,,,1058.75,0,211,170,381
2014-09-01,1991-10-21,citizen,,,,140,0,0,22,22
2014-09-01,1993-10-27,citizen,,,,1207.5,0,241,194,435
2014-09-01,1997-05-27,citizen,,,,637,0,82,102,184
2014-09-01,1983-07-04,citizen,,,,521.5,0,12,84,96
2014-09-01,1997-08-07,permanent_resident,2013-08-21,graduated,graduated,390.25,0,0,35,35
2014-09-01,1994-04-19,citizen,,,,626.5,0,75,101,176
2014-09-01,1989-11-16,citizen,,,,21,0,0,0,0
2014-09-01,1991-01-11,citizen,,,,1459.5,0,291,234,525
2014-09-01,1993-10-13,citizen,,,,1853.25,0,370,297,667
2014-09-01,1991-07-27,citizen,,,,171.5,0,0,27,27
2014-09-01,1998-01-01,citizen,,,,763,0,152,123,275
2014-09-01,1981-01-12,permanent_resident,2010-01-01,,,1319.5,0,263,212,475
2014-09-01,1997-08-10,citizen,,,,259,0,0,41,41
2014-09-01,1995-11-17,citizen,,,,255.5,0,0,41,41
2014-09-01,1997-07-31,citizen,,,,290.5,0,0,46,46
2014-09-01,1993-05-26,citizen,,,,133,0,0,21,21
2014-09-01,1995-10-04,citizen,,,,346.5,0,0,55,55
2014-09-01,1992-03-24,citizen,,,,2782.39,2217.95,1000,800,1800
2014-09-01,1984-09-19,citizen,,,,3834.66,44.44,775,621,1396
2014-09-01,1988-11-05,permanent_resident,2010-01-01,,,699.52,4.17,122,113,235
2014-09-01,1996-02-09,citizen,,,,269.5,0,0,43,43
2014-09-01,1983-03-22,citizen,,,,0,160,0,26,26
